"Time Step" "flow-time" "delta-time" "iters-per-timestep" "melting-francion" "outlet-temp" "pcm-temp" "pv-temp" "total-energy" "total-enternal-energy" "total-enthalpy" "total-entholpy-deviasion"
32 3200 100 10 0.2145529 303.9116 307.1287 308.3946 67618.74 67618.74 67729.31 67729.31
33 3300 100 10 0.2238299 303.9174 307.1407 308.4118 69376.06 69376.06 69486.63 69486.63
34 3400 100 10 0.2330854 303.922 307.1524 308.4289 71128.96 71128.96 71239.53 71239.53
35 3500 100 10 0.2423067 303.9266 307.1644 308.4464 72876.22 72876.22 72986.79 72986.79
36 3600 100 10 0.2514859 303.9312 307.1765 308.4637 74616.02 74616.02 74726.59 74726.59
37 3700 100 10 0.2606363 303.9368 307.1886 308.4806 76350.37 76350.37 76460.95 76460.95
38 3800 100 10 0.2697576 303.9416 307.2006 308.4976 78078.99 78078.99 78189.56 78189.56
39 3900 100 10 0.2788369 303.9448 307.2128 308.5146 79800.61 79800.61 79911.19 79911.19
40 4000 100 10 0.2878908 303.9492 307.2253 308.532 81518.17 81518.17 81628.75 81628.75
41 4100 100 10 0.2968929 303.9548 307.238 308.5498 83227.15 83227.15 83337.73 83337.73
42 4200 100 10 0.3058621 303.9582 307.251 308.5681 84930.77 84930.77 85041.34 85041.34
43 4300 100 10 0.314802 303.9635 307.2643 308.5864 86629.73 86629.73 86740.3 86740.3
44 4400 100 10 0.323711 303.9679 307.2779 308.6051 88324.02 88324.02 88434.59 88434.59
45 4500 100 10 0.3326052 303.9726 307.2916 308.624 90015.95 90015.95 90126.53 90126.53
46 4600 100 10 0.3414463 303.9764 307.3054 308.6424 91698.35 91698.35 91808.93 91808.93
47 4700 100 10 0.3502358 303.9822 307.3192 308.6604 93370.88 93370.88 93481.45 93481.45
48 4800 100 10 0.3589912 303.9867 307.3334 308.6791 95038.72 95038.72 95149.3 95149.3
49 4900 100 10 0.3677324 303.9909 307.3484 308.6995 96706.16 96706.16 96816.73 96816.73
50 5000 100 10 0.3764642 303.9959 307.3637 308.7205 98372.93 98372.93 98483.5 98483.5
51 5100 100 10 0.3851775 304.0005 307.3793 308.742 100037.4 100037.4 100148 100148
52 5200 100 10 0.3938846 304.0063 307.396 308.7645 101703.8 101703.8 101814.4 101814.4
53 5300 100 10 0.4025414 304.0115 307.4127 308.7861 103360.9 103360.9 103471.4 103471.4
54 5400 100 10 0.4111759 304.0159 307.4297 308.8079 105014.9 105014.9 105125.5 105125.5
55 5500 100 10 0.4198022 304.0216 307.4474 308.8313 106669.8 106669.8 106780.4 106780.4
56 5600 100 10 0.4284451 304.0258 307.4662 308.8564 108330.9 108330.9 108441.5 108441.5
57 5700 100 10 0.437094 304.031 307.485 308.8808 109993.1 109993.1 110103.7 110103.7
58 5800 100 10 0.4457153 304.0372 307.5046 308.9055 111652.6 111652.6 111763.2 111763.2
59 5900 100 10 0.4543239 304.0426 307.5247 308.9305 113311.5 113311.5 113422 113422
60 6000 100 10 0.4629024 304.0497 307.5453 308.9555 114966.4 114966.4 115077 115077
61 6100 100 10 0.4714417 304.0562 307.5658 308.9795 116613.5 116613.5 116724.1 116724.1
62 6200 100 10 0.4799154 304.0613 307.587 309.0037 118250.8 118250.8 118361.4 118361.4
63 6300 100 10 0.4883545 304.0685 307.6089 309.0286 119883.8 119883.8 119994.3 119994.3
64 6400 100 10 0.4967456 304.0734 307.632 309.0544 121511.6 121511.6 121622.2 121622.2
65 6500 100 10 0.5051128 304.0808 307.6566 309.0827 123139.8 123139.8 123250.4 123250.4
66 6600 100 10 0.5134806 304.0891 307.6829 309.1134 124773.4 124773.4 124884 124884
67 6700 100 10 0.5218061 304.0973 307.7106 309.144 126403.2 126403.2 126513.8 126513.8
68 6800 100 10 0.5300523 304.1053 307.7393 309.1746 128021.9 128021.9 128132.4 128132.4
69 6900 100 10 0.5382525 304.1133 307.7701 309.2073 129637.9 129637.9 129748.5 129748.5
70 7000 100 10 0.5463985 304.1231 307.8022 309.2411 131248.6 131248.6 131359.2 131359.2
71 7100 100 10 0.5544532 304.131 307.8352 309.2738 132844.7 132844.7 132955.3 132955.3
72 7200 100 10 0.5624297 304.1394 307.8702 309.3088 134432.7 134432.7 134543.3 134543.3
73 7300 100 10 0.5703202 304.1487 307.9073 309.3456 136011.3 136011.3 136121.9 136121.9
74 7400 100 10 0.5781373 304.1595 307.946 309.3835 137581.5 137581.5 137692.1 137692.1
75 7500 100 10 0.5858591 304.1704 307.9857 309.4213 139136.8 139136.8 139247.4 139247.4
76 7600 100 10 0.5934926 304.1799 308.0279 309.4612 140683.5 140683.5 140794.1 140794.1
77 7700 100 10 0.6010108 304.1905 308.0723 309.5022 142215.8 142215.8 142326.4 142326.4
78 7800 100 10 0.6083561 304.2021 308.122 309.5451 143732.7 143732.7 143843.2 143843.2
79 7900 100 10 0.6155543 304.2128 308.1753 309.5906 145233.3 145233.3 145343.9 145343.9
80 8000 100 10 0.6226587 304.2258 308.2301 309.6393 146721.2 146721.2 146831.8 146831.8
81 8100 100 10 0.6296905 304.2402 308.2864 309.6904 148200.1 148200.1 148310.7 148310.7
82 8200 100 10 0.6366646 304.2551 308.3432 309.7429 149670.2 149670.2 149780.8 149780.8
83 8300 100 10 0.6435616 304.2683 308.4016 309.7961 151130.8 151130.8 151241.4 151241.4
84 8400 100 10 0.6503007 304.2835 308.4644 309.8504 152575.9 152575.9 152686.5 152686.5
85 8500 100 10 0.6569246 304.2995 308.5317 309.9087 154013.6 154013.6 154124.2 154124.2
86 8600 100 10 0.6634724 304.317 308.5982 309.9668 155435 155435 155545.5 155545.5
87 8700 100 10 0.6699435 304.3339 308.6637 310.0242 156838.5 156838.5 156949.1 156949.1
88 8800 100 10 0.6763545 304.3507 308.7278 310.0807 158227 158227 158337.6 158337.6
89 8900 100 10 0.6827042 304.3663 308.7917 310.1375 159603.1 159603.1 159713.7 159713.7
90 9000 100 10 0.6889918 304.3831 308.8546 310.1937 160964.9 160964.9 161075.5 161075.5
91 9100 100 10 0.6952358 304.4003 308.9165 310.2491 162315.3 162315.3 162425.9 162425.9
92 9200 100 10 0.7014118 304.4177 308.9777 310.3039 163651.1 163651.1 163761.6 163761.6
93 9300 100 10 0.7075028 304.4355 309.0398 310.3585 164973.6 164973.6 165084.2 165084.2
94 9400 100 10 0.7134876 304.4568 309.1029 310.4129 166279.8 166279.8 166390.4 166390.4
95 9500 100 10 0.7193478 304.4753 309.1693 310.4692 167573 167573 167683.6 167683.6
96 9600 100 10 0.7251018 304.497 309.2358 310.5253 168847.1 168847.1 168957.7 168957.7
97 9700 100 10 0.7307591 304.5195 309.3045 310.584 170110 170110 170220.5 170220.5
98 9800 100 10 0.7363588 304.543 309.3725 310.6429 171359.8 171359.8 171470.4 171470.4
99 9900 100 10 0.7418895 304.5652 309.4391 310.7007 172592.7 172592.7 172703.3 172703.3
100 10000 100 10 0.747358 304.589 309.5057 310.7593 173814.2 173814.2 173924.8 173924.8
101 10100 100 10 0.7527421 304.6119 309.5717 310.8166 175017.9 175017.9 175128.5 175128.5
102 10200 100 10 0.7580416 304.6387 309.6372 310.8725 176204.5 176204.5 176315 176315
103 10300 100 10 0.7632793 304.663 309.7031 310.9291 177380.7 177380.7 177491.2 177491.2
104 10400 100 10 0.7684323 304.6891 309.7691 310.9854 178541.8 178541.8 178652.3 178652.3
105 10500 100 10 0.7734968 304.717 309.8362 311.0418 179689.7 179689.7 179800.3 179800.3
106 10600 100 10 0.7784595 304.7456 309.9046 311.0985 180822.7 180822.7 180933.3 180933.3
107 10700 100 10 0.7832982 304.7756 309.9754 311.1552 181940.2 181940.2 182050.8 182050.8
108 10800 100 10 0.787957 304.8037 310.0524 311.2135 183043.7 183043.7 183154.3 183154.3
