"Time Step" "flow-time" "delta-time" "iters-per-timestep" "melting-francion" "outlet-temp" "pcm-temp" "pv-temp" "total-energy" "total-enternal-energy" "total-enthalpy" "total-entholpy-deviasion"
24 2400 100 10 0.06588614 304.3336 306.8884 307.7163 39303.77 39303.77 39414.34 39414.34
25 2500 100 10 0.07192536 304.3424 306.8994 307.7325 40457.55 40457.55 40568.13 40568.13
26 2600 100 10 0.0779461 304.3507 306.9092 307.7471 41604.67 41604.67 41715.24 41715.24
27 2700 100 10 0.08397549 304.356 306.9191 307.7619 42753.48 42753.48 42864.05 42864.05
28 2800 100 10 0.08994573 304.3634 306.9283 307.7749 43889.13 43889.13 43999.71 43999.71
29 2900 100 10 0.09589624 304.369 306.9371 307.7874 45020.1 45020.1 45130.68 45130.68
30 3000 100 10 0.1018376 304.3725 306.9456 307.7994 46148.2 46148.2 46258.77 46258.77
31 3100 100 10 0.1077629 304.3808 306.9541 307.8112 47273.18 47273.18 47383.75 47383.75
32 3200 100 10 0.1137038 304.3839 306.9622 307.8228 48400.17 48400.17 48510.74 48510.74
33 3300 100 10 0.1195813 304.3885 306.9706 307.8338 49515.98 49515.98 49626.55 49626.55
34 3400 100 10 0.1254676 304.3939 306.9785 307.8446 50632.3 50632.3 50742.88 50742.88
35 3500 100 10 0.1313109 304.3987 306.9861 307.8543 51739.24 51739.24 51849.81 51849.81
36 3600 100 10 0.1371417 304.4018 306.9939 307.8646 52844.96 52844.96 52955.53 52955.53
37 3700 100 10 0.142964 304.4079 307.0014 307.8743 53947.67 53947.67 54058.25 54058.25
38 3800 100 10 0.1487593 304.4101 307.0089 307.8838 55045.72 55045.72 55156.29 55156.29
39 3900 100 10 0.1545204 304.4132 307.0162 307.8927 56136.74 56136.74 56247.31 56247.31
40 4000 100 10 0.1602976 304.4191 307.0238 307.9025 57231.65 57231.65 57342.23 57342.23
41 4100 100 10 0.1660358 304.4229 307.0309 307.9112 58317.91 58317.91 58428.49 58428.49
42 4200 100 10 0.1717677 304.4249 307.0381 307.9198 59402.93 59402.93 59513.5 59513.5
43 4300 100 10 0.1774827 304.4305 307.0453 307.9287 60485.34 60485.34 60595.91 60595.91
44 4400 100 10 0.1832202 304.433 307.0531 307.9383 61573.29 61573.29 61683.86 61683.86
45 4500 100 10 0.1889198 304.4365 307.0602 307.9466 62652.36 62652.36 62762.93 62762.93
46 4600 100 10 0.1946018 304.4407 307.0672 307.9548 63727.66 63727.66 63838.23 63838.23
47 4700 100 10 0.2002571 304.4443 307.074 307.9626 64797.47 64797.47 64908.04 64908.04
48 4800 100 10 0.2059356 304.4479 307.0811 307.9714 65872.66 65872.66 65983.23 65983.23
49 4900 100 10 0.211606 304.4508 307.0883 307.9798 66946.38 66946.38 67056.95 67056.95
50 5000 100 10 0.2172268 304.454 307.0951 307.9875 68009.98 68009.98 68120.55 68120.55
51 5100 100 10 0.2228524 304.4563 307.1023 307.9962 69075.45 69075.45 69186.02 69186.02
52 5200 100 10 0.2284782 304.4612 307.1094 308.0046 70140.6 70140.6 70251.17 70251.17
53 5300 100 10 0.2341039 304.4633 307.1163 308.013 71205.42 71205.42 71316 71316
54 5400 100 10 0.2396959 304.4675 307.123 308.0205 72263.01 72263.01 72373.58 72373.58
55 5500 100 10 0.2452875 304.4692 307.13 308.0291 73321.88 73321.88 73432.45 73432.45
56 5600 100 10 0.2508616 304.4726 307.1368 308.0369 74376.59 74376.59 74487.16 74487.16
57 5700 100 10 0.2564343 304.475 307.1436 308.0448 75430.94 75430.94 75541.51 75541.51
58 5800 100 10 0.2619694 304.4782 307.1506 308.053 76479.2 76479.2 76589.77 76589.77
59 5900 100 10 0.2675086 304.4807 307.1577 308.0616 77528.51 77528.51 77639.08 77639.08
60 6000 100 10 0.2730369 304.4835 307.1648 308.07 78575.52 78575.52 78686.09 78686.09
61 6100 100 10 0.2785357 304.4869 307.1715 308.0775 79616.14 79616.14 79726.72 79726.72
62 6200 100 10 0.284013 304.4885 307.1784 308.0855 80653.27 80653.27 80763.85 80763.85
63 6300 100 10 0.2894919 304.4911 307.1858 308.0943 81692.16 81692.16 81802.73 81802.73
64 6400 100 10 0.2949457 304.4962 307.1927 308.1019 82725.08 82725.08 82835.65 82835.65
65 6500 100 10 0.3004204 304.499 307.1999 308.1105 83762.52 83762.52 83873.1 83873.1
66 6600 100 10 0.3058652 304.5025 307.2069 308.1184 84793.88 84793.88 84904.45 84904.45
67 6700 100 10 0.3112747 304.5038 307.2139 308.1264 85818.8 85818.8 85929.38 85929.38
68 6800 100 10 0.3166739 304.5056 307.2211 308.1349 86842.3 86842.3 86952.88 86952.88
69 6900 100 10 0.3220561 304.5098 307.2285 308.1439 87863.48 87863.48 87974.05 87974.05
70 7000 100 10 0.3274204 304.513 307.2357 308.1521 88880.71 88880.71 88991.28 88991.28
71 7100 100 10 0.3327677 304.5163 307.2431 308.1606 89894.98 89894.98 90005.55 90005.55
72 7200 100 10 0.3380848 304.5185 307.2503 308.1687 90903.38 90903.38 91013.96 91013.96
73 7300 100 10 0.3433861 304.5208 307.2577 308.1772 91909.46 91909.46 92020.03 92020.03
74 7400 100 10 0.3486774 304.5258 307.2653 308.1861 92914.41 92914.41 93024.98 93024.98
75 7500 100 10 0.353931 304.5284 307.2729 308.1942 93912.02 93912.02 94022.59 94022.59
76 7600 100 10 0.3591869 304.5304 307.2805 308.2029 94910.3 94910.3 95020.87 95020.87
77 7700 100 10 0.3644256 304.5345 307.2881 308.2115 95905.59 95905.59 96016.16 96016.16
78 7800 100 10 0.3696668 304.5362 307.296 308.2207 96901.98 96901.98 97012.55 97012.55
79 7900 100 10 0.3748923 304.5394 307.304 308.2298 97895.64 97895.64 98006.22 98006.22
80 8000 100 10 0.3800845 304.5415 307.3119 308.2386 98883.2 98883.2 98993.77 98993.77
81 8100 100 10 0.3852623 304.5456 307.3198 308.2472 99867.94 99867.94 99978.52 99978.52
82 8200 100 10 0.3904252 304.5491 307.3279 308.2562 100850.3 100850.3 100960.8 100960.8
83 8300 100 10 0.395558 304.5527 307.3359 308.265 101827.1 101827.1 101937.6 101937.6
84 8400 100 10 0.4006869 304.555 307.3445 308.275 102804.9 102804.9 102915.5 102915.5
85 8500 100 10 0.4057819 304.5596 307.3529 308.2841 103775.8 103775.8 103886.4 103886.4
86 8600 100 10 0.4108545 304.5617 307.3613 308.2932 104742.5 104742.5 104853.1 104853.1
87 8700 100 10 0.4159081 304.5639 307.37 308.3029 105706.6 105706.6 105817.1 105817.1
88 8800 100 10 0.420961 304.5683 307.3789 308.313 106671.3 106671.3 106781.9 106781.9
89 8900 100 10 0.4259914 304.5724 307.388 308.323 107632.4 107632.4 107743 107743
90 9000 100 10 0.4310212 304.5735 307.3975 308.3341 108594.7 108594.7 108705.3 108705.3
91 9100 100 10 0.4360433 304.5797 307.4076 308.3463 109557.2 109557.2 109667.8 109667.8
92 9200 100 10 0.4410966 304.5816 307.418 308.3593 110526.9 110526.9 110637.4 110637.4
93 9300 100 10 0.4461281 304.5864 307.4283 308.3708 111491.6 111491.6 111602.2 111602.2
94 9400 100 10 0.4511399 304.589 307.4385 308.3822 112453 112453 112563.6 112563.6
95 9500 100 10 0.4561241 304.5927 307.4492 308.3937 113410.3 113410.3 113520.9 113520.9
96 9600 100 10 0.4611057 304.597 307.4601 308.4057 114368.1 114368.1 114478.6 114478.6
97 9700 100 10 0.4660746 304.6 307.4712 308.4177 115323.9 115323.9 115434.5 115434.5
98 9800 100 10 0.4710188 304.6033 307.4829 308.4304 116277.2 116277.2 116387.8 116387.8
99 9900 100 10 0.475948 304.6079 307.4956 308.4445 117230.9 117230.9 117341.4 117341.4
100 10000 100 10 0.4808987 304.6133 307.5098 308.4608 118192.9 118192.9 118303.5 118303.5
101 10100 100 10 0.4858213 304.6173 307.5232 308.4746 119147.3 119147.3 119257.8 119257.8
102 10200 100 10 0.4907442 304.6216 307.537 308.4895 120103.3 120103.3 120213.9 120213.9
103 10300 100 10 0.4956328 304.6259 307.5508 308.5033 121052.7 121052.7 121163.3 121163.3
104 10400 100 10 0.5005112 304.6307 307.5659 308.519 122004.2 122004.2 122114.8 122114.8
105 10500 100 10 0.5053564 304.6372 307.581 308.534 122949.5 122949.5 123060.1 123060.1
106 10600 100 10 0.5101719 304.6409 307.5963 308.549 123890.2 123890.2 124000.8 124000.8
107 10700 100 10 0.5149559 304.6465 307.6124 308.5646 124827.3 124827.3 124937.9 124937.9
108 10800 100 10 0.5197197 304.6511 307.6289 308.5808 125762.1 125762.1 125872.7 125872.7
